Net Income to Total Assets,Net worth/Assets,Persistent EPS in the Last Four Seasons,Retained Earnings to Total Assets,Net profit before tax/Paid-in capital,Per Share Net profit before tax (Yuan ¥),Working Capital to Total Assets,Net Income to Stockholder's Equity,Net Value Per Share (A),Operating Profit Per Share (Yuan ¥),Operating profit/Paid-in capital,CFO to Assets,Tax rate (A),Cash/Total Assets,Gross Profit to Sales,Equity to Long-term Liability,Current Liability to Equity,Liability to Equity,Current Liability to Current Assets,Borrowing dependency,Current Liability to Assets,Debt ratio %,Bankrupt
0.802551849429409,0.922514133688061,0.217452963978444,0.933563970913442,0.173531407887791,0.174512314528885,0.809073201243094,0.840455976086351,0.176478024524883,0.102760361534077,0.102757014672594,0.583805484621525,0.441643891082093,0.0935031388966463,0.636255941104293,0.111816397833869,0.328140542219584,0.277138798973532,0.0219368610613265,0.371230845279288,0.0547715959620629,0.0774858663119388,0
0.80463901213129,0.903649061281253,0.219343859317387,0.939765139730377,0.175205489782068,0.176169315357385,0.789153248025469,0.840638613018106,0.189119716826092,0.101213256249491,0.101169247805625,0.596801803164636,0.261058811620609,0.0319240864779537,0.622177190502606,0.110933233663468,0.326672008418766,0.277987940183913,0.0109407284049022,0.36963718146295,0.0125482805799749,0.0963509387187471,0
0.814011882705804,0.899265350545696,0.225394724402004,0.937920804869362,0.18066510821205,0.181667545379227,0.847345861558187,0.841311469523341,0.185453626058742,0.107401677387835,0.107422606543228,0.623489489375736,0.208928029152748,0.139413215037929,0.607441437204051,0.110933233663468,0.328924458893678,0.278208025459001,0.0186129431781689,0.371209596428404,0.0685261041035546,0.100734649454304,0
0.808976427196184,0.853493363968921,0.22322019476222,0.936223801831732,0.176494985295227,0.177449725088499,0.764144883469675,0.841234473750761,0.176983692216931,0.110007328393453,0.110036315078086,0.631344485672471,0.0055673651179269,0.038272302580135,0.618933170888902,0.124068109116945,0.33023501800171,0.28127420443142,0.0403947838257492,0.377012769441021,0.0776394903553029,0.146506636031079,0
0.798103629260323,0.80696556519636,0.218965680249598,0.93856123349435,0.172860266948194,0.173834450553589,0.734030366532548,0.840325896066444,0.184400151700308,0.109193062454198,0.109148794111421,0.604224173797669,0.417653608664845,0.207866389543797,0.60950797029125,0.122590321347876,0.337398695626466,0.287134337024927,0.0552426750998399,0.38727596441824,0.148790999132943,0.19303443480364,0
0.803444645412305,0.80548417329262,0.22189656802496,0.933883562062243,0.177309403514064,0.178278225502749,0.745811316274545,0.84104674505462,0.172896211706207,0.113834378307955,0.113830670770433,0.608412092803118,0.306913655228262,0.017860838627217,0.602951507675502,0.126350472891858,0.337432936145491,0.287405943036028,0.0501706511809911,0.388057698458675,0.147142954808218,0.19451582670738,0
0.772908884661082,0.85325150406627,0.203554883237213,0.923742746015952,0.159678757258125,0.160653762145063,0.752991982324317,0.837925614007031,0.161307993763432,0.0938848627961892,0.0939062321885127,0.587388470729003,0.0,0.0149537656982419,0.61176057498546,0.124437101825083,0.328518642443675,0.281294868361888,0.0455039195364612,0.377159274676067,0.0446516334281012,0.14674849593373,0
0.812973644132776,0.907942074553315,0.224260187198639,0.942045500965593,0.17869693084986,0.17963395345334,0.746912099549146,0.841187894768005,0.179217057856812,0.108378796514942,0.108407836240168,0.62394282887723,0.23109626480413,0.026006422332886,0.626543379975513,0.113637687271171,0.328713957177203,0.27778065156698,0.0514813759696364,0.37216691307878,0.0660732030729706,0.092057925446685,0
0.830176405307051,0.96390240952928,0.228420156944313,0.943096297038018,0.184986049317548,0.185960683889433,0.839002274859763,0.841854181631694,0.182630314778138,0.111554433678039,0.111575227579918,0.688184818834552,0.213786820528394,0.10629600428011,0.609732634895143,0.110933233663468,0.327333227352661,0.275704458052421,0.0133933066151283,0.369875392264971,0.0383733508227971,0.0360975904707198,0
0.812100285489518,0.910421138555492,0.2205729412877,0.93768584755713,0.177490385340472,0.178428861941704,0.819444466447688,0.8411159928915,0.177952888626691,0.0971419265532123,0.0971387626817789,0.622149582587642,0.196376151432331,0.0079912289210366,0.60202703572325,0.114779314152081,0.328054100588709,0.277664420394596,0.018802183379403,0.371971199978527,0.049464084101822,0.0895788614445083,0
0.750430839246873,0.780391208392539,0.177838706627588,0.908947697741883,0.138624538119297,0.139639978910899,0.703730256210006,0.831976032408709,0.156209177868611,0.0985261786499471,0.0985473968765776,0.543739915343004,0.0,0.0082664170023762,0.599110128995664,0.113571113350474,0.34619823102173,0.293599485101659,0.0658158530780964,0.392590413860514,0.198285095189837,0.219608791607461,1
0.787081562191271,0.771109834628292,0.202514890800794,0.868460717296699,0.164565266571148,0.165549446411087,0.673325140693406,0.838258501827446,0.14550587838692,0.0919306245419754,0.0919113456120638,0.533221122473752,0.0,0.0110609135539858,0.599983643746719,0.130978632532992,0.342348547915856,0.297038120702888,0.124882710179452,0.396528161437585,0.141036557645787,0.228890165371708,1
0.79602266635259,0.791758623817154,0.211023919826038,0.908330178891868,0.168991780408717,0.169993221360247,0.697045111263781,0.840052354819015,0.158695377354515,0.102434655158375,0.102423176510821,0.588965229006745,0.0,0.0230705196812938,0.618863898106974,0.114574875634682,0.338921755786056,0.290364861431961,0.0826660718934626,0.38402489023291,0.144464755676761,0.208241376182846,0
0.8141021444053,0.883151434531548,0.225394724402004,0.937473539811651,0.178206771736671,0.179257362355954,0.785427201109879,0.841431597677494,0.177025831191269,0.10324892109763,0.103082710440178,0.589658099390266,0.0770320882680433,0.0064300361047499,0.601169105247346,0.116431126822906,0.330020694282541,0.279110823236052,0.0334418320781055,0.375580149547176,0.0880275110524175,0.116848565468452,0
0.80292347799953,0.937660610091604,0.218209322114021,0.937101764402904,0.172091094185959,0.173081268358816,0.79989075144347,0.840451101401298,0.185875015802115,0.0932334500447846,0.0931978438940186,0.590130013236174,0.0399838040287478,0.109941900294968,0.603473884875947,0.110933233663468,0.32828850844728,0.276555323824668,0.0256903594101168,0.370535225002964,0.0629852318661099,0.0623393899083955,0
0.803065744296262,0.875895637452006,0.218682045948757,0.934730336547086,0.172656662393485,0.173608495895157,0.826180808370658,0.840608631798272,0.174033964013316,0.108215943327091,0.108204276385428,0.587252751703306,0.09383540844215,0.0096402782067215,0.599106614743203,0.11385819656976,0.331087957780501,0.279572351510817,0.0270097755019044,0.375313979730833,0.107973141077189,0.124104362547994,0
0.811257383194871,0.877377029355746,0.213576628533611,0.93823378870164,0.176698589849936,0.177675679746931,0.753131106606647,0.841252149001051,0.180186254266571,0.0960833808321798,0.0960965362255117,0.578065051579517,0.0,0.0018181743170278,0.614277214245679,0.126893762046851,0.327391339331141,0.279473637867886,0.0435699727474226,0.376271296381209,0.0268249264151524,0.122622970644254,0
0.784384878843847,0.860718928560631,0.209794837855725,0.927407108748788,0.163471834703265,0.164419673118927,0.752031073932679,0.839028885008747,0.166111836837891,0.0971419265532123,0.0971061931050206,0.580427757775411,0.0,0.0346499478819115,0.622697744958895,0.123413097115044,0.329514477258723,0.280673194902107,0.047146167625873,0.377688259227034,0.0668864003846082,0.139281071439369,0
0.797743521000021,0.852798016748798,0.214994800037818,0.930539498151253,0.170778975944499,0.171725540408225,0.784658593786482,0.840205745904451,0.167502422991024,0.100806123279863,0.100794697672904,0.578092625197867,0.544893207814556,0.042104212625443,0.607041508023932,0.121453012625326,0.329685391249061,0.281334802107135,0.0307111162442824,0.37700829599873,0.0667898989263249,0.147201983251202,0
0.798173897544613,0.904616500891858,0.215372979105606,0.932102119442917,0.169662921348315,0.170671085335543,0.821157203852451,0.840192796047555,0.172179849142472,0.0968976467714356,0.0969189180386601,0.585808568305399,0.0,0.0551630215497877,0.600876397485943,0.116140764144633,0.327619186930016,0.277940275905438,0.0153036136264216,0.37206178718493,0.0369109392508691,0.0953834991081416,0
0.801371569744629,0.919914139734559,0.212253001796351,0.934363318155994,0.170311439559611,0.171273631091361,0.800966550282255,0.840385757478808,0.177110109139944,0.0946177021415194,0.0946390476655756,0.595318141088246,0.0,0.0254344315057528,0.598440276500219,0.117170462328494,0.327333169034145,0.277247090635208,0.0173900130803097,0.373058246455356,0.0318425331061389,0.0800858602654412,0
0.815731085142529,0.881125857846842,0.221612933724118,0.932853037736966,0.182128044642184,0.183927091963546,0.773200225769305,0.841573616502083,0.174876743500063,0.113671525120104,0.113651538098262,0.609337964545475,0.302560987954246,0.0042335068496626,0.625326634759901,0.121134084585195,0.32891815615763,0.279235950325587,0.0342822550940703,0.374405870945663,0.0620319590749032,0.118874142153158,0
0.811426300758598,0.93097923028086,0.220667486054647,0.942100288262037,0.175680567076389,0.176621224674249,0.746585921782487,0.840978536246519,0.185074375289705,0.0953505414868496,0.0953474359600697,0.566729368069984,0.0,0.054515238146905,0.604409972173803,0.113433973775324,0.327895450888576,0.276802951199344,0.0529894926808951,0.37273615861037,0.0497893575217391,0.0690207697191402,0
0.813567760267837,0.91335368987514,0.225489269168951,0.945429865976427,0.180265440012065,0.181215636062363,0.801107924987208,0.841197466664069,0.186970629134887,0.107238824199984,0.107243473871057,0.594951548231245,0.235752606539123,0.0496652613597867,0.61817780948121,0.115015468328868,0.328464925276516,0.27753151182204,0.0250410417826297,0.373331126435136,0.0611603796876062,0.0866463101248602,0
0.816256591930727,0.862018925537382,0.228325612177366,0.93849638089017,0.182022471910112,0.183023273329818,0.751569314685571,0.84180224093936,0.178964224010788,0.112124419835518,0.112096340808051,0.61838070370226,0.122178358133414,0.0185521711493699,0.600343193075672,0.118233119859588,0.3313666273415,0.280568752204964,0.0478205708628628,0.377794503481456,0.104974926478333,0.137981074462618,0
0.807572628836292,0.908849049188258,0.222842015694431,0.935180058419969,0.176525148932961,0.177525043307976,0.795926540409327,0.840820359712895,0.174413214782352,0.105040306163993,0.105028742651489,0.607861235480624,0.390120457536188,0.084808266089528,0.635717637521845,0.112140100212676,0.328860865184663,0.277737513870731,0.0279892214352708,0.371372877072043,0.0702180366525852,0.0911509508117423,0
0.806666537650301,0.905765335429453,0.2205729412877,0.940555139941672,0.175929417087701,0.176922497552158,0.775479414244298,0.840770515293026,0.187097046057899,0.102678934940151,0.102634878759751,0.59171775903293,0.21662111549752,0.0080478871851381,0.624317900960279,0.110933233663468,0.326604641989515,0.277884763341779,0.0137880446389998,0.36963718146295,0.0109471347671599,0.0942346645705475,0
0.813580403299354,0.900323487619796,0.222842015694431,0.937669899147271,0.181652967347862,0.182646682232432,0.855304512611801,0.841274521947495,0.185200792212718,0.112042993241593,0.112055628837103,0.610519140070258,0.295880149812734,0.13360493953662,0.608863791952954,0.110933233663468,0.328875992726653,0.278154235737719,0.0175679084788069,0.370670546632281,0.0676770771328813,0.0996765123802038,0
0.809900025793642,0.858058469631466,0.225772903469793,0.937543556605271,0.180122162732826,0.181064999623409,0.764547579743336,0.841281669746899,0.178753529139101,0.116684309095351,0.116704935919358,0.641302798285366,0.28100010122482,0.0513904535216174,0.620940726614139,0.121344485536503,0.330416347192852,0.280887572960498,0.0406862953931031,0.375735601666805,0.083577916623914,0.141941530368534,0
0.799841684452634,0.79889349094537,0.219532948851281,0.939119704270878,0.17436844883493,0.175340814943135,0.736628546483472,0.840598890749099,0.185411487084404,0.104144613630812,0.104157506473203,0.548582209167449,0.250126531025407,0.0998626798716401,0.610202119580001,0.124274553544142,0.338820377218321,0.288724026813852,0.0537930903249886,0.388924427902649,0.154735300008426,0.20110650905463,0
0.802637950812378,0.815339964325664,0.218492956414862,0.93296618823123,0.175152703416032,0.176093997137908,0.741778104049764,0.840860318613959,0.172516960937171,0.111391580490188,0.111404237301936,0.596663579926555,0.244255491446503,0.0086393366342862,0.604564300127776,0.121763041212354,0.336572430326596,0.285723769578705,0.0517833863733011,0.385539150448574,0.148863536116538,0.184660035674336,0
0.788125640198415,0.845784079571908,0.212442091330245,0.921157400283521,0.165794434808838,0.166754537922724,0.732740420864456,0.839285131784148,0.159538156841262,0.0982818988681703,0.09830312505089,0.581453526149078,0.0,0.0141886825126497,0.619402912424155,0.123163288875764,0.32958470774727,0.281981864383029,0.0711731712247925,0.37809981591785,0.0618289177429289,0.154215920428092,0
0.811328897524071,0.908395561870786,0.22388200813085,0.941752414261214,0.17941331724606,0.180387135648113,0.739914837150199,0.841074766121287,0.179427752728499,0.111147300708411,0.111159965476249,0.631368408271697,0.353983196679826,0.033585920598103,0.626413325536878,0.111971750154829,0.329028913516832,0.277759438570488,0.0575078520985313,0.372056195382066,0.074449813238745,0.0916044381292137,0
0.812826429211926,0.948151283369108,0.221612933724118,0.937410454269399,0.177550712615941,0.178504180161181,0.820765492112848,0.840991944445713,0.178669251190426,0.108134516733165,0.108098425260964,0.602917974320911,0.285453993319162,0.114842024278821,0.60928766198247,0.110933233663468,0.327938302723523,0.276193025495972,0.019789517257016,0.371134666270021,0.0548984950163309,0.0518487166308915,0
0.809661362707912,0.906097892795598,0.22189656802496,0.936300904686825,0.177354648970666,0.178353543722226,0.797277117284822,0.840973026009749,0.179385613754161,0.0985261786499471,0.0985311120881984,0.599944144097998,0.273205790059723,0.0088466500588344,0.6035863157309,0.112523243721568,0.328758198764507,0.277868818728457,0.0270168068643629,0.371953306209362,0.066617814014015,0.0939021072044018,0
0.777094466430958,0.789642349668954,0.200151271627115,0.920882488497633,0.157016816228037,0.158017624463358,0.715123509277525,0.837052996383121,0.156799123509334,0.094129142577966,0.0941016496490628,0.571700375156239,0.0,0.0055594379197812,0.596946466317581,0.149144335077586,0.334301302406241,0.290903713986462,0.0864583230327093,0.392383517154533,0.0897984427763058,0.210357650331046,1
0.791982244970901,0.76470054720803,0.206013047177839,0.912825940285011,0.167310157605007,0.16795962943436,0.662359962531727,0.839162225658445,0.148202772744511,0.0951876882989984,0.0951683032878988,0.564445274614675,0.0,0.0203268528471915,0.597393770990777,0.120854331627658,0.351680524690527,0.300005450754857,0.094806220340148,0.40512499916123,0.201894137779344,0.23529945279197,1
0.525650952071236,0.678628654351967,0.0842393873499102,0.841966378156722,0.0724530578387754,0.0674851246516532,0.692375034126226,1.0,0.120011798912814,0.0661998208614934,0.066995619391926,0.491812870809352,0.0,0.210915212093144,0.601857114845964,0.0258510850561139,0.241052683507238,0.182790358888349,0.06528574912897,0.26203523730493,0.252297962603889,0.321371345648033,1
0.746585996946147,0.778547026634822,0.175002363619174,0.915031112372524,0.140351406379609,0.141372297958876,0.676279736223666,0.831081516146261,0.151531751717163,0.0698640175881443,0.0698454573582816,0.531929132679189,0.0,0.0499277199767246,0.595993935982145,0.110933233663468,0.346707013494987,0.29422214206968,0.0833577878116932,0.391787430969194,0.198480137642744,0.221452973365178,1
0.797585081424739,0.797140006651147,0.215656613406448,0.903544493904117,0.169836362265289,0.170897039993975,0.723855040367946,0.840279753168226,0.156082760945599,0.100806123279863,0.100810982461283,0.576973747699734,0.0,0.0302946099444129,0.618083746384231,0.121266294631818,0.335577644897603,0.289105073092302,0.0657727093260039,0.382244460200902,0.112883313219938,0.202859993348853,0
0.804705530749328,0.858451491973275,0.220951120355488,0.936347816602325,0.174609757936807,0.176545906454771,0.76716290958081,0.840817533006551,0.183388816316211,0.105610292321472,0.104141221684824,0.580617243657741,0.170968721530519,0.0160284161240692,0.600737020401365,0.11632344717229,0.331966207011872,0.280854626942298,0.0415688514618489,0.377871670360984,0.114493576486944,0.141548508026726,0
0.797389746747958,0.95836986425613,0.215089344804765,0.942043663814981,0.169987180453963,0.170972358213452,0.820679031802545,0.840118267328821,0.181281867599343,0.0951062617050729,0.0951194489227613,0.585598083798127,0.495191821034518,0.0991523407279837,0.604632490664371,0.110933233663468,0.327359399333021,0.27586936929824,0.0157941813421729,0.36963718146295,0.0384017725889593,0.0416301357438704,0
0.786042687462666,0.877588656770566,0.218871135482651,0.928823726296912,0.163690521076842,0.164645627777359,0.846880272344458,0.839257202585878,0.168176646580422,0.0997475775588307,0.0997687560050157,0.607236835107447,0.0,0.033919962536028,0.597944089463887,0.118507408696255,0.329603615051001,0.279460740183118,0.0198779136148233,0.374532245690398,0.0760370747416973,0.122411343229434,0
0.802978468940389,0.883786316776008,0.210551195991302,0.934188185936739,0.172664203302918,0.173683814114634,0.75550398333673,0.840577257454248,0.176098773755847,0.0966533669896588,0.0966583614245933,0.580820895187952,0.109120356311368,0.002179609745945,0.610471774369914,0.124652484421135,0.32736916151503,0.279072534129483,0.0401504210696358,0.375580149547176,0.0273096420961078,0.116213683223992,0
0.802836623544174,0.847900353720108,0.216980240143708,0.931638647675746,0.171140939597315,0.172177449725089,0.756146613336829,0.840696027385088,0.16564830812018,0.102027522188747,0.101983487224584,0.570393895678669,0.0,0.0414608983776166,0.619044362966799,0.125170242602246,0.330234043988824,0.281781264328445,0.0445826325410089,0.379104103712286,0.0747330743748319,0.152099646279892,0
0.790519359097307,0.841611996251172,0.210645740758249,0.929574205926984,0.166706884850313,0.167432401898019,0.756244703405328,0.839500563793149,0.171042096835363,0.097386206334989,0.0971631898643477,0.560916714442663,0.0,0.0388551289895273,0.605933585073783,0.119189498935359,0.331243871492739,0.282399204062549,0.0451088074428213,0.378454336219449,0.0893366660806512,0.158388003748828,0
0.800033865258417,0.899446745472685,0.215751158173395,0.933718216492532,0.170786516853933,0.171800858627702,0.834827305043708,0.840327583466471,0.174160380936328,0.0968976467714356,0.0968130669141954,0.577327506468269,0.0978844012551878,0.0919541308841451,0.600731528026115,0.115758838146626,0.327980191091691,0.278199351521315,0.0155019669696945,0.372762999264119,0.0449795540703192,0.100553254527315,0
0.784318911816898,0.91420019953442,0.208849390186253,0.927521695477904,0.164278712012669,0.165248173533178,0.790630965227667,0.839279504495661,0.172769794783195,0.092012051135901,0.0919927695539596,0.567098753276955,0.0,0.0677736233770443,0.595122146971701,0.1130186713815,0.328600051361057,0.277494639270497,0.0285515612678888,0.373364677252322,0.0650320019889744,0.0857998004655803,0
0.808047122738062,0.886688635607824,0.22255838139359,0.932855984006555,0.176841867129176,0.177901634405363,0.80059952533125,0.840949757724991,0.176225190678859,0.108623076296719,0.108538114547201,0.597800154911861,0.294867901609475,0.0042623184922592,0.620394226664637,0.122509698689826,0.328133693363178,0.2788988239391,0.0216391935093095,0.374562441425865,0.0456334408635238,0.113311364392176,0
0.803444356803959,0.934576896332799,0.218114777347074,0.941790764965795,0.172151421461428,0.173156586578293,0.758027887755199,0.840487618067464,0.186085710673802,0.0958391010504031,0.0958359796114449,0.565507574718117,0.0,0.003930077776372,0.604102762526719,0.115230355167181,0.327249475423093,0.276667423136837,0.0381892665239228,0.372542682231264,0.0315561815854196,0.0654231036672008,0
0.802988533075358,0.859993348852677,0.220100217452964,0.940692863465237,0.175944498906568,0.176922497552158,0.80340818655426,0.840659114768923,0.186844212211875,0.108215943327091,0.108187991597049,0.597778021446024,0.341937443061039,0.0359778813142956,0.61242653126798,0.126718358620653,0.329065961448186,0.280730773419021,0.023778580418216,0.377393012035797,0.0576091557112542,0.140006651147323,0
0.827984672530329,0.89720954137316,0.234943745863666,0.942619685285963,0.18999321318151,0.191082322813889,0.78143270481605,0.842318562340046,0.183515233239223,0.119127106913118,0.119098799811096,0.637827388010934,0.236157505820427,0.0271026026730716,0.600633492612391,0.115703332177163,0.329284183439555,0.278315149342696,0.0332785075297575,0.374286206364366,0.0766958313724689,0.10279045862684,0
0.818485753462117,0.917918795537685,0.225772903469793,0.939887837342659,0.180966744589397,0.182420727574,0.799205295829133,0.841489101472458,0.176140912730184,0.109274489048123,0.108717247219372,0.625705912139256,0.285858892600466,0.0826483567858714,0.636780633201347,0.110933233663468,0.328400912872535,0.277331077724634,0.0254236518530115,0.370275765350058,0.0607438513194918,0.0820812044623152,0
0.80504786637318,0.901502554645222,0.219816583152123,0.940056132787126,0.175529748887716,0.176470588235294,0.775306441211299,0.840673489284288,0.187054907083562,0.0991775914013517,0.099149934046607,0.600840718661455,0.281101326045146,0.0049409396300308,0.623983013521181,0.110933233663468,0.326798390383963,0.278094432829833,0.0175161923351022,0.36963718146295,0.0156023961020928,0.0984974453547782,0
0.824062231741786,0.905825800405115,0.236078283067032,0.942446954107828,0.189088304049468,0.19078104993598,0.889190131260567,0.841955021597594,0.191268804517298,0.118964253725267,0.118146139690915,0.606389821166215,0.265816378175929,0.240895478281917,0.608862395635225,0.110933233663468,0.32863908852552,0.277881626814601,0.0138816323956799,0.370900928910292,0.0634562237405173,0.0941741995948846,0
